,geoUnit,year,GraduationRate,Spending
687,NER,2017,2.149810075759888,190.5116424560547
688,NER,2018,4.59499979019165,185.7220153808594
689,NLD,2015,46.91680145263672,33.04259872436523
690,NLD,2016,46.84051132202148,35.77867126464844
691,NLD,2017,49.4079704284668,31.71113967895508
692,NLD,2018,50.00094985961914,33.71327972412109
693,NLD,2019,48.86349868774414,31.35454940795898
694,NLD,2020,47.49763870239258,31.58514976501465
695,NLD,2021,51.11790084838867,31.63116073608398
696,NOR,2000,39.72888946533203,38.5901985168457
697,NOR,2001,44.36648178100586,42.80921173095703
698,NOR,2002,41.06011962890625,47.01044082641602
699,NOR,2003,41.99052047729492,48.32968139648438
700,NOR,2004,46.28493881225586,50.15324020385742
701,NOR,2005,45.2646598815918,47.84244155883789
702,NOR,2006,47.93338012695313,43.53796005249023
703,NOR,2007,47.86479187011719,45.47977066040039
704,NOR,2008,47.7871208190918,44.81644821166992
705,NOR,2009,45.92753982543945,47.38241958618164
706,NOR,2010,47.53675842285156,43.25630187988281
707,NOR,2011,47.20743942260742,41.34033966064453
708,NOR,2013,45.7783088684082,40.34218978881836
709,NOR,2014,48.31673812866211,42.20027160644531
710,NOR,2015,49.80870819091797,37.16738128662109
711,NOR,2016,50.54764175415039,39.86331939697266
712,NOR,2017,55.48892974853516,38.62668991088867
713,NOR,2018,56.97927856445313,37.88496017456055
714,NOR,2019,57.8420295715332,39.13996887207031
715,NOR,2020,59.42758178710938,41.2664909362793
716,NOR,2021,61.10306930541992,32.81032943725586
717,NPL,2008,7.122300148010254,48.00307083129883
718,NPL,2010,7.298329830169678,33.1965217590332
719,NPL,2011,7.3543701171875,31.86832046508789
720,NPL,2013,9.848589897155762,19.60951042175293
721,NZL,2013,54.37422180175781,28.60983085632324
722,NZL,2014,53.72327041625977,27.86691093444824
723,NZL,2015,55.53858947753906,26.41041946411133
724,NZL,2016,53.79290008544922,25.60601997375488
725,NZL,2017,54.90335083007813,25.68124961853027
726,NZL,2018,45.04804992675781,26.84892082214355
727,NZL,2019,54.20174026489258,26.80705070495605
728,NZL,2020,41.78038024902344,30.28050994873047
729,NZL,2021,41.01749038696289,26.51762008666992
730,NZL,2022,40.71109008789063,24.78743934631348
